   33.528000    329.533909
   33.582000    327.686017
   33.656000    325.952628
   33.720000    325.086381
   33.778000    324.752075
   33.832000    324.810623
   33.906000    325.476106
   33.970000    326.647263
   34.028000    328.255277
   34.082000    330.307578
   34.156000    334.185946
   34.220000    338.802509
   34.278000    344.262297
   34.332000    350.697008
   34.406000    362.109251
   34.470000    374.933628
   34.528000    389.333151
   34.582000    405.431711
   34.641000    426.242917
   34.707000    453.696245
   34.769000    483.484722
   34.830000    516.212581
   34.891000    551.590319
   34.957000    591.379333
   35.018000    627.504082
   35.081000    661.353544
   35.140000    687.145723
   35.205000    705.248890
   35.265000    710.250015
   35.330000    702.110616
   35.391000    682.795046
   35.453000    654.214651
   35.515000    619.956255
   35.576000    583.826640
   35.639000    546.620027
   35.703000    510.867885
   35.767000    478.415842
   35.839000    446.686066
   35.903000    425.678323
   35.967000    406.188828
   36.032000    390.304125
   36.089000    379.243741
   36.153000    369.589903
   36.217000    362.386128
   36.282000    357.124892
   36.339000    353.881175
   36.403000    351.471570
   36.467000    350.116860
   36.532000    349.626598
   36.589000    349.816960
   36.653000    350.641055
   36.717000    352.064251
   36.782000    354.103460
   36.839000    356.392937
   36.903000    359.552648
   36.967000    363.402678
   37.032000    368.117573
   37.089000    373.042303
   37.153000    379.632373
   37.217000    387.632457
   37.288000    398.631324
   37.343000    409.136558
   37.404000    423.439681
   37.467000    442.715066
   37.534000    467.833185
   37.596000    497.486212
   37.656000    533.558247
   37.717000    579.615471
   37.781000    641.437153
   37.842000    719.899888
   37.906000    839.359577
   37.967000   1020.967423
   38.030000   1331.541054
   38.093000   1822.188551
   38.159000   2535.510252
   38.218000   3246.336421
   38.279000   3841.053340
   38.344000   4042.522327
   38.408000   3726.473632
   38.464000   3205.827278
   38.529000   2563.323536
   38.594000   2040.888599
   38.658000   1684.449480
   38.714000   1470.457622
   38.779000   1289.171272
   38.844000   1143.185790
   38.908000   1017.626317
   38.964000    918.700966
   39.029000    816.449825
   39.094000    727.858117
   39.158000    653.920026
   39.214000    599.367002
   39.279000    546.929343
   39.344000    504.650306
   39.408000    471.450315
   39.464000    448.018571
   39.529000    426.170551
   39.594000    408.826418
   39.658000    395.157955
   39.714000    385.317570
   39.779000    375.815599
   39.844000    367.887015
   39.908000    361.266767
   39.963000    356.502477
   40.024000    351.653006
   40.078000    347.827159
   40.133000    344.307275
   40.188000    341.118004
   40.246000    338.061787
   40.308000    335.099982
   40.363000    332.703430
   40.417000    330.539684
   40.472000    328.506695
   40.534000    326.401480
   40.598000    324.413964
   40.657000    322.730611
   40.712000    321.277500
   40.773000    319.784857
   40.827000    316.004644
   40.887000    314.855073
   40.947000    313.789122
   41.000000    312.911170
   41.062000    311.953505
   41.120000    311.120098
   41.174000    310.393822
   41.237000    309.602687
   41.299000    308.878282
   41.352000    308.298409
   41.412000    307.682728
   41.470000    307.125847
   41.537000    306.525882
   41.602000    305.984969
   41.662000    305.519174
   41.720000    305.097457
   41.787000    304.642917
   41.852000    304.233201
   41.912000    303.880712
   41.970000    303.562088
   42.037000    305.280056
   42.102000    305.077955
   42.162000    304.919457
   42.220000    304.791678
   42.287000    304.675167
   42.352000    304.594285
   42.412000    304.548277
   42.470000    304.530620
   42.537000    304.544121
   42.602000    303.989731
   42.662000    304.075833
   42.725000    304.202937
   42.788000    304.370576
   42.852000    304.585712
   42.916000    304.850529
   42.977000    305.154137
   43.041000    305.532592
   43.102000    305.957572
   43.164000    306.462539
   43.227000    307.062425
   43.291000    307.775589
   43.351000    308.555430
   43.415000    309.527554
   43.479000    310.674617
   43.542000    312.010166
   43.601000    313.489365
   43.664000    315.370733
   43.731000    317.807727
   43.797000    320.778433
   43.856000    324.073342
   43.914000    328.131618
   43.981000    334.442694
   44.047000    344.143053
   44.106000    360.006215
   44.164000    391.670064
   44.231000    472.790739
   44.297000    641.315967
   44.356000    903.091358
   44.414000   1268.965055
   44.481000   1760.262210
   44.547000   2150.708027
   44.606000   2247.306244
   44.664000   2051.853249
   44.731000   1602.478206
   44.797000   1131.750110
   44.856000    800.380369
   44.914000    586.501290
   44.981000    454.002450
