X	Y_Calc	Y_Init	Diff_Y_Calc_Init
      54.910000      23.430556      23.429852       0.000704
      54.975000      23.988595      23.988898      -0.000303
      55.038000      24.649107      24.649012       0.000095
      55.095000      25.360749      25.361184      -0.000435
      55.160000      26.331050      26.331326      -0.000276
      55.225000      27.505891      27.505436       0.000455
      55.288000      28.885622      28.885267       0.000355
      55.345000      30.386237      30.386952      -0.000715
      55.410000      32.655646      32.655632       0.000014
      55.475000      35.215619      35.216163      -0.000544
      55.538000      38.263659      38.263104       0.000555
      55.595000      41.592979      41.592848       0.000131
      55.660000      46.597190      46.596589       0.000601
      55.725000      52.140759      52.140424       0.000335
      55.788000      58.542295      58.541783       0.000512
      55.845000      65.273716      65.273041       0.000675
      55.910000      74.086625      74.087132      -0.000507
      55.975000      84.101050      84.101603      -0.000553
      56.038000      94.869032      94.869159      -0.000127
      56.095000     105.355299     105.354987       0.000312
      56.160000     117.872947     117.873233      -0.000286
      56.222000     129.910504     129.911072      -0.000568
      56.278000     140.330203     140.330764      -0.000561
      56.333000     149.654349     149.653566       0.000783
      56.388000     157.268143     157.267828       0.000315
      56.442000     162.632385     162.633138      -0.000753
      56.498000     165.549501     165.549475       0.000026
      56.557000     165.621092     165.620975       0.000117
      56.613000     163.113233     163.113210       0.000023
      56.671000     158.462738     158.461877       0.000861
      56.734000     151.992673     151.993242      -0.000569
      56.792000     145.619676     145.619944      -0.000268
      56.847000     139.905140     139.905440      -0.000300
      56.905000     134.655266     134.655971      -0.000705
      56.968000     130.911235     130.910649       0.000586
      57.028000     129.570286     129.569669       0.000617
      57.083000     130.652100     130.652119      -0.000019
      57.138000     134.292809     134.292928      -0.000119
      57.204000     142.448429     142.447819       0.000610
      57.258000     152.513729     152.514288      -0.000559
      57.319000     167.841504     167.841977      -0.000473
      57.387000     190.141270     190.141909      -0.000639
      57.454000     217.639932     217.640016      -0.000084
      57.508000     243.744011     243.743954       0.000057
      57.569000     277.194888     277.194956      -0.000068
      57.637000     318.767696     318.767269       0.000427
      57.704000     362.909349     362.909368      -0.000019
      57.758000     399.458959     399.458521       0.000438
      57.819000     439.836745     439.836617       0.000128
      57.887000     480.485493     480.485532      -0.000039
      57.954000     511.800529     511.800035       0.000494
      58.008000     527.788152     527.788954      -0.000802
      58.069000     533.685249     533.685789      -0.000540
      58.137000     524.192381     524.193134      -0.000753
      58.204000     499.753073     499.753314      -0.000241
      58.258000     471.576309     471.576255       0.000054
      58.319000     433.735120     433.734501       0.000619
      58.387000     387.715910     387.715622       0.000288
      58.454000     341.720330     341.720444      -0.000114
      58.508000     305.872255     305.872053       0.000202
      58.569000     267.861781     267.860951       0.000830
      58.637000     229.493371     229.493113       0.000258
      58.704000     196.351144     196.351228      -0.000084
      58.758000     173.113876     173.113219       0.000657
      58.819000     150.501507     150.501285       0.000222
      58.887000     129.676412     129.676111       0.000301
      58.951000     113.678588     113.678842      -0.000254
      59.004000     102.815363     102.815710      -0.000347
      59.060000      93.387023      93.386576       0.000447
      59.114000      85.994109      85.994113      -0.000004
      59.172000      79.630685      79.631219      -0.000534
      59.236000      74.166402      74.166102       0.000300
      59.296000      70.257134      70.257548      -0.000414
      59.352000      67.473629      67.473720      -0.000091
      59.409000      65.344770      65.345156      -0.000386
      59.470000      63.731302      63.731728      -0.000426
      59.529000      61.991091      61.990697       0.000394
      59.585000      61.557272      61.556956       0.000316
      59.647000      61.494296      61.494952      -0.000656
      59.704000      61.871294      61.871225       0.000069
      59.757000      62.601949      62.601673       0.000276
      59.812000      63.776338      63.776626      -0.000288
      59.861000      65.217314      65.216924       0.000390
      59.917000      67.381408      67.381711      -0.000303
      59.985000      70.892179      70.892639      -0.000460
      60.049000      75.391725      75.392624      -0.000899
      60.106000      80.390528      80.390175       0.000353
      60.167000      87.131204      87.131612      -0.000408
      60.235000      96.738748      96.738911      -0.000163
      60.299000     108.226888     108.226804       0.000084
      60.356000     120.862701     120.862949      -0.000248
      60.417000     137.278835     137.279268      -0.000433
      60.485000     159.612174     159.611715       0.000459
      60.549000     184.918780     184.918813      -0.000033
      60.606000     211.241723     211.241757      -0.000034
      60.667000     243.436223     243.436643      -0.000420
      60.735000     284.144453     284.144331       0.000122
      60.799000     326.633149     326.633651      -0.000502
      60.856000     367.206994     367.207265      -0.000271
      60.917000     412.291081     412.290957       0.000124
      60.985000     462.409494     462.409439       0.000055
      61.049000     506.461161     506.461844      -0.000683
      61.106000     540.088658     540.088782      -0.000124
      61.167000     566.953070     566.952868       0.000202
      61.235000     582.080593     582.080150       0.000443
      61.299000     580.052178     580.051771       0.000407
      61.356000     565.011810     565.012280      -0.000470
      61.417000     537.180666     537.181211      -0.000545
      61.485000     495.589233     495.588733       0.000500
      61.549000     450.408647     450.408669      -0.000022
      61.609000     405.905527     405.905571      -0.000044
      61.668000     362.372891     362.372862       0.000029
      61.733000     316.524987     316.524616       0.000371
      61.797000     275.244446     275.243626       0.000820
      61.859000     238.798144     238.797893       0.000251
      61.921000     206.606209     206.606577      -0.000368
      61.983000     183.214219     183.213668       0.000551
      62.046000     159.272009     159.272414      -0.000405
      62.110000     139.017065     139.017765      -0.000700
      62.171000     123.126867     123.127779      -0.000912
      62.230000     110.528833     110.529470      -0.000637
      62.294000      99.315880      99.316699      -0.000819
      62.360000      90.333840      90.334816      -0.000976
      62.423000      83.610494      83.610967      -0.000473
